skos:prefLabel	skos:definition	rdf:type	skos:altLabel	skos:hiddenLabel	skos:narrower	skos:broader	skos:scopeNote	skos:changeNote
Rapport des intervalles	C'est le calcul exact du degré de distance entre deux sons différents, exprimé par des chiffres. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept						
Rapport peinture/musique		skos:Concept						EP346814
Rapport texte/musique		skos:Concept				Texte mis en musique		EP346928
Réaction du public		skos:Concept						EP346815
Réalisation de la basse continue		skos:Concept				Basse continue		EP345657
Réalisme		skos:Concept						EP346816
Rebec		skos:Concept						PMB23101
Réception d'oeuvre		skos:Concept				Création d'oeuvre		EP345910
Recette de représentation		skos:Concept						
Récit		skos:Concept				Musique vocale		EP346642
Récit de ballet		skos:Concept				Fragment d'oeuvre lyrique		EP346525
Récit de basse		skos:Concept				Récit		EP346643
Récit de voyage		skos:Concept						EP346817;PMB23443
Récitant		skos:Concept						
Récitatif	Type de musique vocale qui imite les inflexions de la déclamation parlée, le récitatif est développé et popularisé par Jean-Baptiste Lully autour de 1670.	skos:Concept				Musique vocale		EP346644;PMB1589
Récitatif accompagné		skos:Concept				Récitatif		EP346645
Récitatif mesuré		skos:Concept				Récitatif		EP346646
Récitatif simple		skos:Concept				Récitatif		EP346647
Recrutement		skos:Concept				Fonction sociale		EP347057
Recueil		skos:Concept						EP346818
Recueil collectif		skos:Concept				Recueil		EP346824
Recueil imprimé		skos:Concept				Recueil		EP346825
Recueil manuscrit		skos:Concept				Recueil		EP346826
Réduction		skos:Concept				Arrangement		EP345775
Réforme liturgique		skos:Concept						EP346827
Refrain		skos:Concept						
Réfutation		skos:Concept						
Régale		skos:Concept						
Regard du XIXe siècle		skos:Concept						EP346829
Regard du XXe siècle		skos:Concept						EP346830
Regard du XXIe siècle		skos:Concept						EP346831
Registration		skos:Concept						
Registre	Étendue de la hauteur des notes émises par la voix ou l'instrument.	skos:Concept						EP346832
Registre instrumental		skos:Concept				Registre		EP346833
Registre paroissial		skos:Concept						
Registre vocal		skos:Concept				Registre		EP346834
Réglage des instruments		skos:Concept						EP346118
Règle à clavier		skos:Concept				Instrument de mesure		EP346234
Règle de faction théâtrale		skos:Concept						
Règle de la composition		skos:Concept						EP346835
Règle de l'action théâtrale		skos:Concept						EP346836
Règle d'octave	Formule d'harmonie établie pour l'accompagnement des gammes, majeure et mineure, tant en montant qu'en descendant, pour faciliter l'exécution dé la basse non chiffrée à celui qui joue de la basse continue, et pour simplifier l'art ordinaire de chiffrer l'harmonie. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept				Harmonie		EP346037
Règlement d'association		skos:Concept						
Règlement de maîtrise		skos:Concept						
Réglementation de la vie musicale		skos:Concept				Vie musicale		EP347027
Règles de composition		skos:Concept						PMB1590
Relation		skos:Concept						PMB23271
Relations entre artistes		skos:Concept				Relations sociales		EP347061
Relations entre musiciens		skos:Concept						
Relations sociales		skos:Concept				Vie sociale		EP347059
Relieur		skos:Concept						EP346837
Religieuse		skos:Concept				Communauté religieuse		EP347045
Religion		skos:Concept						PMB23302
Reliure		skos:Concept				Diffusion de la musique		EP345968
Remaniement d'oeuvre		skos:Concept						
Remarques		skos:Concept						
Rémunération		skos:Concept				Condition sociale		EP347053
Renversement	Un accord est renversé quand sa note fondamentale n'est pas à la basse. L'accord parfait a deux renversements, et l'accord de dominante, trois. Les renversements et leurs positions ont tous une expression particulière ; leur choix est déterminé par les exigences de la pensée, par celle du mouvement naturel et facile des parties, et par la pensée du compositeur. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept						
Renvoi		skos:Concept						
Répertoire		skos:Concept				Diffusion de la musique		EP345969
Répétition		skos:Concept				Création d'oeuvre		EP345911
Répons		skos:Concept						EP346839;PMB1591
Réponse		skos:Concept						
Repos		skos:Concept						
Représentation	Action de donner un spectacle devant un public, en particulier au théâtre ; ce spectacle lui-même. (Larousse)	skos:Concept						PMB23348
Représentation d'oeuvre		skos:Concept				Création d'oeuvre		EP345912
Représentation théâtrale	Action de donner un spectacle théâtrale devant un public ; ce spectacle lui-même.	skos:Concept						EP346841
Reprise		skos:Concept				Forme musicale		EP346161
Reprise d'oeuvre		skos:Concept				Création d'oeuvre		EP345913
Requiem	Prière que l'Eglise fait pour les morts, et dont l'introït commence par ce mot. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept						EP346842
Résine		skos:Concept						
Résonance	Prolongement ou réflexion du son, soit par les vibrations continuées des cordes d'un instrument, soit par les parois d'un corps sonore, soit par la collision de l'air renfermé dans un instrument à vent. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept		Résonnance		Acoustique architecturale		EP345683
Résonance harmonique		skos:Concept		Résonnance harmonique				
Respiration		skos:Concept				Technique instrumentale		EP346922
Restauration d'instruments de musique		skos:Concept						EP346843
Résumé d'action		skos:Concept						
Résurrection		skos:Concept						PMB1592
Retard		skos:Concept						
Revenu		skos:Concept						EP346845
Révision d'oeuvre		skos:Concept				Création d'oeuvre		EP345914
Révolution française		skos:Concept						PMB1593
Revue		skos:Concept						
Rhétorique		skos:Concept						EP346847;PMB1594
Rhétorique littéraire		skos:Concept				Rhétorique		EP346848
Rhétorique musicale		skos:Concept				Rhétorique		EP346849
Ricercare		skos:Concept				Pièce instrumentale		EP346580;PMB1595
Rigaudon		skos:Concept				Air à danser		EP345753
Ritournelle		skos:Concept				Pièce instrumentale		EP346581
Rituel		skos:Concept				Livre liturgique		EP346368
Rogations		skos:Concept						EP346850
Roi des ménétriers		skos:Concept						
Roi des violons		skos:Concept				Ménétrier		EP346469
Rôle		skos:Concept				Acteur		EP345692
Rôle féminin		skos:Concept				Rôle		EP345693
Rôle principal		skos:Concept						
Romance instrumentale		skos:Concept				Pièce instrumentale		EP346582;PMB1596
Romance poétique		skos:Concept				Poésie		EP346768
Romance vocale		skos:Concept				Air		EP346619;PMB1597
Ronde (chansons)		skos:Concept						PMB22522
Rondeau		skos:Concept						PMB1598
Rondeau instrumental		skos:Concept						
Rondeau poétique		skos:Concept						
Rondeau vocal		skos:Concept				Air		EP346620
Rosace		skos:Concept						
Rose	Nom que l'on donne à l'ouverture circulaire pratiquée sur la table des clavecins, des théorbes, des luths, des guitares. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept						
Roulade		skos:Concept						
Roulement		skos:Concept						
Royauté		skos:Concept						PMB1599
Rythme		skos:Concept						EP346854
Rythme pointé		skos:Concept						
Sacqueboute		skos:Concept						PMB23357
Sacre d'un évêque		skos:Concept						
Sacre d'un roi		skos:Concept						EP346855
Fête de saint Augustin	La fête de saint Augustin d’Hippone est célébrée le 28 août. Né en 354 à Tagaste, en Numidie (aujourd’hui Souk-Ahras, en Algérie), il est le fils de sainte Monique et de Patrice, païen. D’abord attiré par le manichéisme, il étudie à Carthage et enseigne la rhétorique à Rome puis Milan, où il se convertit sous l’influence de saint Ambroise. Baptisé en 387 avec son fils Adéodat, il retourne en Afrique, devient prêtre à Hippone en 391, puis évêque en 395. Il meurt en 430, lors du siège de la ville par les Vandales. L’un des plus grands Pères et Docteurs de l’Église, son œuvre est considérable (confessions, traités, lettres). Il est généralement représenté avec un cœur enflammé, parfois percé de flèches. Patron des imprimeurs et de l’Afrique du Nord. Son prénom est un diminutif d’Auguste, « consacré par les augures ».	skos:Concept	Saint Augustin##Saint Augustin d’Hippone##Augustin d’Hippone##Fête de saint Augustin##Fête de saint Augustin d’Hippone##Fête de la Saint-Augustin					PMB1601
Fête de saint Avit		skos:Concept						PMB22598
Fête de saint Barthélémy	La fête de saint Barthélémy est célébrée le 24 août. Originaire de Cana en Galilée, il fut d’abord pêcheur avant de suivre Jésus, sous le nom de Nathanaël dans l'Évangile selon saint Jean. Apôtre et compagnon de Philippe, il évangélisa en Orient avant de subir le martyre : écorché vif et crucifié la tête en bas. Patron des bouchers, des tanneurs et des relieurs, il est souvent représenté avec un couteau, symbole de son supplice. Son nom provient de l’hébreu Bar Talmaï, signifiant « fils de Talmaï ».	skos:Concept	Saint Barthélémy##Saint Barthélemy##Saint Bartholomé##Barthélémy l’Apôtre##Nathanaël##Fête de saint Barthélémy##Fête de saint Barthélemy##Fête de saint Bartholomé##Fête de la Saint-Barthélémy					PMB1602
Fête de saint Benoît	La fête de saint Benoît de Nursie est célébrée le 11 juillet (anciennement le 21 mars). Né à Nursie (aujourd’hui Norcia, en Italie) en 480, il se retira à l’âge de 14 ans dans une grotte de Subiaco, où il mena une vie d’ermite durant trois ans. Il fonda ensuite douze petits monastères avant d’établir une abbaye sur le Mont-Cassin en 529, où il rédigea une règle monastique devenue la base de l’ordre des Bénédictins. Sa sœur, sainte Scholastique, y fonda un couvent voisin. Après la destruction de l’abbaye par les Lombards, des reliques furent transférées à Fleury-sur-Loire, futur Saint-Benoît-sur-Loire. Considéré comme le patriarche des moines d’Occident, il est aussi patron des agriculteurs, architectes, cavaliers, conducteurs de machines et spéléologues. Il a été proclamé patron de l’Europe. Son nom vient du latin benedictus, « béni ».	skos:Concept	Saint Benoît de Nursie##Saint Benoît##Benoît de Nursie##Saint Benoît de Norcia##Saint Benoît du Mont-Cassin##Fête de saint Benoît##Fête de saint Benoît de Nursie##Fête de saint Benoît de Norcia##Fête de la Saint-Benoît					PMB1603
Fête de saint Bernard	La fête de saint Bernard de Clairvaux est célébrée le 20 août. Né en 1091 au château de Fontaine-lès-Dijon, il entre en 1112 à l’abbaye de Cîteaux avec trente compagnons, après la mort de sa mère, la bienheureuse Alette. Envoyé en 1115 fonder l’abbaye de Clairvaux dans l’Aube, il devient une figure majeure de l’ordre cistercien, surnommé « bernardins », dont les religieux portent la robe blanche et le scapulaire noir. Conseiller influent des papes, il prêche la Deuxième Croisade et combat les thèses du théologien Abélard. Il fonde plusieurs abbayes, dont Ourscamp et Noirlac. Auteur d’une œuvre littéraire riche, il meurt en 1153 à Clairvaux. Canonisé en 1173 par Alexandre III, il est proclamé Docteur de l’Église par Pie VIII.	skos:Concept	Saint Bernard de Clairvaux##Saint Bernard de Fontaine##Saint Bernard##Bernard de Clairvaux##Bernard de Fontaine##Fête de saint Bernard de Clairvaux##Fête de saint Bernard de Fontaine##Fête de saint Bernard##Fête de la Saint-Bernard					PMB1604
Fête de saint Bruno	La fête de saint Bruno est célébrée le 6 octobre. Né à Cologne vers 1030 ou 1035 dans la famille des Hartenfaust, il enseigna les lettres, les sciences et la théologie à Reims, où il forma de futurs prélats, dont le pape Urbain II. Il se retira ensuite dans un ermitage offert par Hugues de Grenoble, son ancien élève, et fonda en 1084 (selon certaines sources en 1075) l’ordre des Chartreux dans la solitude de la Grande Chartreuse. Il y resta six ans avant d’être appelé en Calabre par Urbain II, où il établit une nouvelle chartreuse à San Stefano in Bosco. Il y mourut en 1101. Son nom dérive du germanique brun (« bouclier ») ou du latin brunus (« brun »).	skos:Concept	Saint Bruno##Bruno de Cologne##Bruno de la Chartreuse##Saint Bruno de Cologne##Saint Bruno le Chartreux##Fête de saint Bruno##Fête de saint Bruno de Cologne##Fête de saint Bruno le Chartreux##Fête de la Saint-Bruno					PMB1605
Fête de saint Denis	La fête de saint Denis est célébrée le 9 octobre. Premier évêque de Paris, saint Denis (ou Denys) fut envoyé de Rome au IIIᵉ siècle pour évangéliser la Gaule. Il fut martyrisé sur la colline de Montmartre (le « mont des martyrs ») sous l’empereur Dèce, vers 250, en compagnie du prêtre Eleuthère et du diacre Rustique. La légende raconte qu’après avoir été décapité, il se releva et porta sa tête jusqu’à l’emplacement actuel de la basilique de Saint-Denis, où il fut enseveli. Très vénéré en France, il est représenté tenant sa tête dans les bras. Patron des oiseaux (par jeu de mots avec son nom), il est aussi invoqué contre les maux de tête. Son nom vient du grec Dionysios, signifiant « fils de Dieu ».	skos:Concept	Saint Denis##Denis de Paris##Saint Denis de Paris##Saint Denys##Saint Denis l’Aréopagite##Fête de saint Denis##Fête de Denis de Paris##Fête de saint Denis de Paris##Fête de la Saint-Denis					PMB1606
Fête de saint Dominique	La fête de saint Dominique est célébrée le 8 août (auparavant le 4 août). Né en 1170 à Calahorra, en Vieille-Castille, Dominique de Guzman était fils de la bienheureuse Jeanne d’Aza et du gouverneur Félix de Guzman. Formé à Palencia, il devint chanoine à Osma, avant d’être envoyé par le pape Innocent III prêcher contre l’hérésie des Albigeois. En 1215, il fonda à Toulouse l’ordre des Dominicains, appelés aussi Frères prêcheurs, voués à la prédication, à l’enseignement et à la défense de la foi. Ils jouèrent un rôle important dans l’Inquisition et furent appelés Jacobins à Paris. Il fonda aussi l’ordre des Sœurs de Notre-Dame de Prouille. Dominique évangélisa en Lombardie et mourut à Bologne en 1221. Il fut canonisé en 1234. Son nom vient du latin Dominicus (« appartenant au Seigneur »), parfois interprété comme Domini canis (« le chien du Seigneur »).	skos:Concept	Saint Dominique##Dominique de Guzman##Saint Dominique de Guzman##Fête de saint Dominique##Fête de Dominique de Guzman##Fête de saint Dominique de Guzman##Fête de la Saint-Dominique					PMB1607
Fête de saint Etienne	La fête de saint Étienne est célébrée le 26 décembre. Juif originaire d’Alexandrie et doté d’une grande beauté, Étienne fut choisi par les apôtres comme l’un des sept premiers diacres de l’Église. Il est considéré comme le premier martyr chrétien (protomartyr), ayant été lapidé vers l’an 35 sous les murs de Jérusalem, sous les yeux de Paul de Tarse (alors appelé Saul). L’impératrice Eudoxie, épouse de l’empereur Arcadius, fit ériger une église à l’emplacement de son martyre. Étienne est patron de nombreuses villes comme Meaux, Metz, Agen et Toulouse, ainsi que des paveurs et des fondeurs. Son nom vient du grec stephanos, signifiant « couronne ».	skos:Concept	Saint Étienne##Saint Stephen##Étienne le protomartyr##Fête de saint Étienne##Fête de la Saint-Étienne##Fête de saint Stephen##Fête de Saint-Étienne le protomartyr					PMB1608
Fête de saint François	La fête de saint François d’Assise est célébrée le 4 octobre. Né Jean Bernardone en 1182 à Assise, il fut renommé Francesco par son père, un riche drapier passionné par la France. Après une jeunesse frivole, un emprisonnement en 1201, puis une brève expérience militaire, François connut une conversion radicale à 24 ans. En 1209, il fonda l’ordre des Frères mineurs (Franciscains), prônant la pauvreté, la fraternité et le respect de la création. Il prêcha en Syrie et en Espagne, fut stigmatisé en 1224, et mourut le 3 octobre 1226 dans une cabane de la Portioncule. Patron des commerçants, des journalistes, des écrivains et des sourds-muets. Son nom vient du latin Francus (homme libre).	skos:Concept	Saint François##François d’Assise##Saint François d’Assise##Fête de saint François##Fête de saint François d’Assise##Francesco d’Assisi##San Francesco##Fête des Frères mineurs					PMB1609
Saint Ignace de Loyola	La fête de saint Ignace de Loyola est célébrée le 31 juillet. Né en 1491 à Azpeitia, au château de Loyola, dans le Pays basque espagnol, il fut officier dans l’armée de Navarre. Blessé grièvement en 1521 lors du siège de Pampelune, il se convertit pendant sa convalescence et mena ensuite une vie mystique. Il étudia à Alcala, Salamanque et à la Sorbonne, puis fonda en 1534 à Paris la Compagnie de Jésus (Jésuites), avec six compagnons, vouée à l’éducation, à la conversion des hérétiques et au service du pape. L’ordre fut approuvé en 1558. Mort à Rome en 1556, il laissa un héritage éducatif et spirituel immense. Patron des Exercices spirituels. Invoqué pour libérer les consciences scrupuleuses. Son nom vient du latin ignis (feu).	skos:Concept	Saint Ignace##Ignace de Loyola##Fête de saint Ignace de Loyola##Fête de saint Ignace##Fête de saint Ignace de Loyola##Íñigo López de Loyola##San Ignacio##Fête des Jésuites					PMB1610
Fête de saint Jean l'Evangéliste	La fête de saint Jean l’Évangéliste est célébrée le 27 décembre. Fils de Zébédée et de Salomé, frère de Jacques le Majeur, il fut d’abord disciple de Jean-Baptiste, puis le disciple préféré de Jésus. Présent à la Cène, il reçut la mission de veiller sur Marie. Il reconnut le premier le Christ ressuscité. Après avoir fondé des Églises à Jérusalem et à Éphèse, il fut exilé à Patmos, où il rédigea l’Apocalypse. Survivant à une tentative de martyre dans une chaudière d’huile bouillante à Rome, il fut surnommé « l’Aigle de Patmos », en référence à la profondeur de sa vision mystique. Auteur du quatrième Évangile et de trois épîtres, il est le patron des théologiens, imprimeurs, libraires et vignerons. Fêté le 27 décembre (fête de Saint-Jean d’hiver), et le 6 mai (Jean-Porte Latine).	skos:Concept	Saint Jean l’Évangéliste##Jean l’Apôtre##Jean de Patmos##Jean le Théologien##Saint Jean d’Hiver##Jean fils de Zébédée##Fête de saint Jean l’Évangéliste##Jean-Porte Latine##Saint Jean de l’Apocalypse					PMB1611
Fête de saint Jean-Baptiste	La fête de saint Jean-Baptiste est célébrée le 24 juin, jour de sa nativité. Né à Aïn-Karim, fils de Zacharie et d’Élisabeth, il est le cousin de Jésus. Il mena une vie d’ascèse dans le désert, puis prêcha sur les bords du Jourdain, annonçant la venue du royaume de Dieu. Il baptisa Jésus et le désigna comme l’Agneau de Dieu. Emprisonné pour avoir dénoncé l’union scandaleuse d’Hérode Antipas et d’Hérodiade, il fut décapité à la demande de Salomé, vers l’an 31. Il est le patron des couteliers, tonneliers, rémouleurs, oiseliers et peaussiers, ainsi que de la Jordanie. Invoqué contre la grêle et l’épilepsie, il est représenté vêtu de peaux, avec une croix, un agneau pascal, et la colombe de l’Esprit-Saint. La fête de sa décollation est célébrée le 29 août.	skos:Concept	Saint Jean le Baptiste##Jean-Baptiste##Saint Jean-Baptiste##Jean-Baptiste le Précurseur##Fête de saint Jean-Baptiste##Nativité de saint Jean-Baptiste##Jean d’Aïn-Karim##Jean fils de Zacharie##Jean le Baptiste##Saint Jean d’Été					PMB1612
Fête de saint Joseph	La fête de saint Joseph est célébrée le 19 mars. Époux de Marie, il accepta de l’épouser après qu’un ange lui révéla que l’enfant qu’elle portait était le Fils de Dieu. Père nourricier de Jésus, il lui transmit son métier de charpentier. Souvent représenté tenant un bâton fleuri, il incarne la figure de l’homme juste, discret et travailleur. En 1870, le pape Pie IX le proclama patron de l’Église universelle. Il est aussi le patron des charpentiers, menuisiers, ouvriers, mourants, ainsi que de la Belgique, du Canada, du Pérou et du Vietnam. Son nom, d’origine hébraïque, signifie « Que Dieu ajoute ».	skos:Concept	Joseph##Saint Joseph##Fête de saint Joseph##Joseph charpentier##Joseph époux de Marie##Joseph le juste##Père nourricier de Jésus##Saint Joseph artisan##Joseph de Nazareth\n					PMB1613
Fête de saint Louis		skos:Concept	Louis IX##le Prud'homme					PMB1614
Fête de saint Maclou		skos:Concept						PMB1615
Fête de saint Martin		skos:Concept						PMB1616
Fête de saint Mathias		skos:Concept						PMB1617
Fête de saint Michel		skos:Concept						PMB1618
Fête de saint Nicolas		skos:Concept						PMB1619
Fête de saint Patrick		skos:Concept						PMB1620
Fête de saint Paul		skos:Concept						PMB1621
Fête de saint Pie		skos:Concept						PMB1622
Fête de saint Pierre		skos:Concept						PMB1623
Fête de saint Roch		skos:Concept						PMB1624
Fête du Saint-Sacrement		skos:Concept						PMB1625;PMB1630
Fête de saint Sulpice		skos:Concept						PMB1626
Fête de saint Vincent de Paul		skos:Concept						PMB1627
Fête de saint Xavier		skos:Concept						PMB1628
Fête de sainte Agathe	La fête de sainte Agathe est célébrée le 5 février. Née à Palerme ou à Catane, en Sicile, cette vierge et martyre est morte en 251, sous la persécution de l’empereur Dèce. Issue d’une famille noble et chrétienne, elle repoussa les avances du consul romain Quintanius, ayant fait vœu de chasteté. Dénoncée comme chrétienne, elle fut arrêtée à Catane, soumise à d’horribles supplices : flagellation, déchirure de ses chairs, puis amputation des seins. Selon la légende, saint Pierre lui serait apparu en prison pour la guérir. Elle mourut brûlée sur des charbons ardents. L’année suivante, une éruption de l’Etna aurait provoqué de nombreuses conversions. Elle est représentée tenant sur un plateau ses seins coupés. Patronne des nourrices, de l’île de Malte, et invoquée contre les maladies du sein et les incendies. Son nom vient du grec agathos, « bon ».	skos:Concept	Sainte Agathe##Agathe de Catane##Agathe de Palerme##Agata##Fête de sainte Agathe##Fête de sainte Agathe de Catane##Fête de sainte Agathe de Palerme##Fête de la Saint-Agathe					PMB1631
Fête de sainte Agnès	La fête de sainte Agnès est célébrée le 21 janvier. Vierge chrétienne, née à Rome ou à Salerne, elle fut martyrisée en 303, à l’âge de 13 ans, sous la persécution de l’empereur Dioclétien. Refusant de renier sa foi et de perdre sa virginité, elle fut envoyée dans un lupanar, puis soumise à la torture : ses chairs furent déchirées à l’aide de griffes de fer, avant qu’elle ne soit brûlée vive ou exécutée d’un coup d’épée, selon les récits. Elle fut enterrée sur la via Nomentana, où une basilique fut construite vers 350 sur son tombeau. Chaque 21 janvier, deux agneaux y sont bénits : leur laine sert à confectionner les palliums, étoles de laine blanche portées par les archevêques. Elle est souvent représentée avec un agneau, symbole d’innocence. Elle est la patronne des fiancés. Son nom vient du grec hagnê (« pure ») et du latin agnus (« agneau »).	skos:Concept	Sainte Agnès##Agnès de Rome##Agnès de Salerne##Fête de sainte Agnès##Fête de sainte Agnès de Rome##Fête de sainte Agnès de Salerne##Fête de la Saint-Agnès					PMB1632
Fête de sainte Anne	La fête de sainte Anne est célébrée le 26 juillet. Épouse de saint Joachim et mère de la Vierge Marie, elle aurait été avertie par un ange de la naissance miraculeuse de sa fille, bien qu’étant âgée. Son histoire provient principalement de l’évangile apocryphe de Jacques, les Évangiles canoniques ne la mentionnant pas. Son culte ne s’est répandu en Occident qu’à partir du XIVᵉ siècle. Elle est représentée tenant Marie dans ses bras ou lui apprenant à lire. Sainte Anne est la patronne des femmes enceintes, des mères de famille, des veuves, des menuisiers, dentellières, lingères, fripiers, ménagères, tourneurs, ébénistes, fabricants de balais et valets d’écurie. Invoquée pour les accouchements et contre la pauvreté. Patronne de la Bretagne depuis 1914, elle fait l’objet de grands pèlerinages à Sainte-Anne-la-Palud et Sainte-Anne d’Auray, où elle serait apparue à Yves Nicolazic en 1624. Elle est également patronne du Canada. Son nom vient de l’hébreu Hannah (« grâce »).	skos:Concept	Sainte Anne##Anne##Sainte Anne de Jérusalem##Fête de sainte Anne##Fête de la Sainte-Anne##Fête de sainte Anne de Jérusalem					PMB1633
Fête de sainte Augustine		skos:Concept						PMB1634
Fête de sainte Cécile	La fête de sainte Cécile est célébrée le 22 novembre. Issue de la noble famille romaine des Caecilii, elle fut fiancée à Valérien, qu’elle convertit au christianisme. Vierge et martyre, elle vécut au IIIᵉ siècle et subit le martyre sous le règne de l’empereur Alexandre Sévère. Selon une légende du Ve siècle, lors de son mariage, elle chantait en son cœur les louanges de Dieu, faisant vœu de chasteté tout en étant accompagnée de musique. Cela lui valut d’être reconnue comme patronne des musiciens, des luthiers et des poètes. Son corps fut retrouvé en 1599, parfaitement conservé. Son nom vient du latin caecus, signifiant « aveugle ».	skos:Concept	Sainte Cécile##Cécile##Fête de sainte Cécile##Fête de Cécile##Fête de la Sainte-Cécile					PMB1635
Fête de sainte Chantal	La fête de sainte Chantal est célébrée le 21 août. Née à Dijon en 1572 sous le nom de Jeanne-Françoise Frémiot, elle était la fille du président du parlement de Bourgogne. Mariée en 1592 au baron Christophe de Rabutin-Chantal, elle devint baronne de Chantal. Veuve en 1600, elle se consacra à la vie religieuse et fonda, en 1610 à Annecy, l’ordre de la Visitation avec saint François de Sales. Mère supérieure de son couvent d’Annecy, elle fonda de nombreux monastères de Visitandines. Elle rendit visite à Marguerite Acarie, qui prophétisa sa mort prochaine. Elle mourut à Moulins en 1641. Elle fut canonisée en 1767 par le pape Clément XII. Patronne des veuves et des mères chrétiennes. Son nom vient de l’occitan cantal, signifiant « chanter ».	skos:Concept	Sainte Chantal##Jeanne de Chantal##Jeanne-Françoise de Chantal##Sainte Jeanne de Chantal##Fête de sainte Chantal##Fête de sainte Jeanne de Chantal##Fête de sainte Jeanne-Françoise de Chantal##Fête de la Sainte-Chantal					PMB1636
Fête de sainte Elisabeth		skos:Concept						PMB1637
Fête de sainte Geneviève	La fête de sainte Geneviève est célébrée le 3 janvier. Née à Nanterre vers 420 dans une famille noble, elle reçut le voile à 15 ans des mains de saint Germain d’Auxerre. Elle vouait une profonde dévotion à saint Denis, ce qui la conduisit à initier la fondation d’une basilique en son honneur. En 451, face à l’invasion d’Attila, elle convainquit les Parisiens (Lutéciens) de ne pas fuir, et Attila détourna ses troupes, ce qui fut considéré comme miraculeux. Plus tard, lors d’un siège, elle réussit à ravitailler Paris affamé en remontant la Seine. Morte à Paris vers 502-510, elle fut inhumée dans l’abbaye Saint-Pierre-Saint-Paul, devenue l’abbaye Sainte-Geneviève. Ses reliques, brûlées en 1793, étaient réputées protéger Paris. Elle est la patronne de la ville, des bergères, des gendarmes et des tapissiers, et est invoquée contre les fièvres. Son nom vient du germanique geno (race) et wifa (femme, dame).	skos:Concept	Sainte Geneviève##Fête de sainte Geneviève##Fête de Geneviève##Fête de la Sainte-Geneviève					PMB1638
Fête de sainte Hilda		skos:Concept						PMB22507
Fête de sainte Marguerite		skos:Concept						PMB1640
Fête de sainte Marie-Madeleine	La fête de sainte Marie-Madeleine est célébrée le 22 juillet. Pécheresse repentie, elle est originaire de Magdala. Elle se jeta aux pieds de Jésus, versa du parfum sur ses pieds et les essuya avec ses cheveux. Présente au pied de la croix, elle fut la première à voir le Christ ressuscité. L’Église l’identifie traditionnellement à Marie de Béthanie (sœur de Marthe et Lazare) et à Marie de Magdala. Selon une légende médiévale, elle serait arrivée en Provence avec Marthe, Lazare et leur servante Sara, et aurait fini ses jours en recluse dans la grotte de la Sainte-Baume. Ses reliques furent transférées à Vézelay au XIᵉ siècle. Patronne des parfumeurs, gantiers, cardeurs, tonneliers. Son nom est associé au repentir, à la ferveur et à la résurrection.	skos:Concept	Sainte Marie-Madeleine##Marie-Madeleine##Madeleine##Fête de sainte Marie-Madeleine##Fête de Marie-Madeleine##Fête de la Sainte-Madeleine##Fête de sainte Madeleine	Sainte Marie-Magdeleine				PMB1642;PMB1639
Fête de sainte Odile	La fête de sainte Odile est célébrée le 14 décembre (anciennement le 13). Née vers 660, fille d’Aldaric, duc d’Alsace, elle naquit aveugle. Rejetée par son père, elle fut recueillie par une servante qui l’emmena au monastère de Baume. L’évêque Ehrard la baptisa, et elle recouvra la vue miraculeusement. Son père, converti, fonda pour elle le monastère d’Hohenburg, sur le mont Sainte-Odile, où elle devint abbesse. Elle fonda également Niedermunster. Morte en 720. Patronne de l’Alsace et invoquée pour les maladies des yeux. Son sanctuaire reste un haut lieu de pèlerinage. Son nom vient du germain odo (richesse).	skos:Concept	Sainte Odile##Odile d'Alsace##Fête de sainte Odile##Fête de la Sainte-Odile##Fête de sainte Odile d'Alsace\n					PMB1643
Fête de sainte Suzanne	La fête de sainte Suzanne est célébrée le 11 août. Vierge et martyre, elle était la nièce du pape Caïus. Elle fut décapitée à Rome en 295, sous l’empereur Dioclétien, pour avoir refusé un mariage imposé avec un membre de la famille impériale. Selon une autre tradition, elle aurait été égorgée dans sa maison par ce prétendant éconduit. Une basilique lui est dédiée près des thermes de Dioclétien, fondée par le prêtre Gaïus. Son nom vient de l’hébreu shoshan signifiant « lys » ou « rose », symboles de pureté et d’innocence.	skos:Concept	Sainte Suzanne##Suzanne de Rome##Fête de sainte Suzanne##Fête de la Sainte-Suzanne##Fête de sainte Suzanne de Rome					PMB1644
Fête de sainte Thérèse		skos:Concept						PMB1645
Fête de la sainte Vierge		skos:Concept						
Fête de la Sainte-Croix		skos:Concept						PMB1647
Fête du Saint-Esprit		skos:Concept						PMB1629
Fête des saints innocents		skos:Concept						PMB1648
Salle de concerts		skos:Concept						
Salle de spectacle		skos:Concept						PMB24557;EP346856
Salle des machines		skos:Concept				Spectacle		EP346857
Salon		skos:Concept						PMB22909
Salon privé		skos:Concept						EP346859
